"human_gene_symbol"	"human_entrez_ID"	"mouse_gene_symbol"	"mouse_entrez_ID"
"PDHX"	"     8050"	"Pdhx"	"    27402"
"USP5"	"     8078"	"Usp5"	"    22225"
"SLC7A5"	"     8140"	"Slc7a5"	"    20539"
"DYRK3"	"     8444"	"Dyrk3"	"   226419"
"SMARCA5"	"     8467"	"Smarca5"	"    93762"
"CDC42BPA"	"     8476"	"Cdc42bpa"	"   226751"
"CDK10"	"     8558"	"Cdk10"	"   234854"
"DEGS1"	"     8560"	"Degs1"	"    13244"
"PCDHGB5"	"    56101"	"Pcdhgb5"	"    93702"
"SLC4A4"	"     8671"	"Slc4a4"	"    54403"
"STX19"	"   415117"	"Stx19"	"    68159"
"SUCLG1"	"     8802"	"Suclg1"	"    56451"
"CDKL2"	"     8999"	"Cdkl2"	"    53886"
"CETN2"	"     1069"	"Cetn2"	"    26370"
"FASN"	"     2194"	"Fasn"	"    14104"
"GGT5"	"     2687"	"Ggt5"	"    23887"
"IDH3G"	"     3421"	"Idh3g"	"    15929"
"CDKL1"	"     8814"	"Cdkl1"	"    71091"
"P4HA2"	"     8974"	"P4ha2"	"    18452"
"AURKB"	"     9212"	"Aurkb"	"    20877"
"ZNF213"	"     7760"	"Zfp213"	"   449521"
"ACTL6A"	"       86"	"Actl6a"	"    56456"
"BPHL"	"      670"	"Bphl"	"    68021"
"CDC34"	"      997"	"Cdc34"	"   216150"
"CSK"	"     1445"	"Csk"	"    12988"
"ENDOG"	"     2021"	"Endog"	"    13804"
"EPHA5"	"     2044"	"Epha5"	"    13839"
"GALNT3"	"     2591"	"Galnt3"	"    14425"
"KIF5B"	"     3799"	"Kif5b"	"    16573"
"PPP2R2B"	"     5521"	"Ppp2r2b"	"    72930"
"MAPKAPK3"	"     7867"	"Mapkapk3"	"   102626"
"KDM5D"	"     8284"	"Kdm5d"	"    20592"
"DDX3Y"	"     8653"	"Ddx3y"	"    26900"
"PAPSS2"	"     9060"	"Papss2"	"    23972"
"MTMR6"	"     9107"	"Mtmr6"	"   219135"
"LATS1"	"     9113"	"Lats1"	"    16798"
"KIF3B"	"     9371"	"Kif3b"	"    16569"
"CIAO1"	"     9391"	"Ciao1"	"    26371"
"ABCG2"	"     9429"	"Abcg2"	"    26357"
"ACAT2"	"       39"	"Acat3"	"   224530"
"ACAT2"	"       39"	"Acat2"	"   110460"
"ACTN4"	"       81"	"Actn4"	"    60595"
"CDH18"	"     1016"	"Cdh18"	"   320865"
"KIF5A"	"     3798"	"Kif5a"	"    16572"
"MYO1E"	"     4643"	"Myo1e"	"    71602"
"PRCP"	"     5547"	"Prcp"	"    72461"
"PRKX"	"     5613"	"Prkx"	"    19108"
"PTBP3"	"     9991"	"Ptbp3"	"   230257"
"ABCD2"	"      225"	"Abcd2"	"    26874"
"CA7"	"      766"	"Car7"	"    12354"
"GFER"	"     2671"	"Gfer"	"    11692"
"GLUD1"	"     2746"	"Glud1"	"    14661"
"HADH"	"     3033"	"Hadh"	"    15107"
"HRAS"	"     3265"	"Hras"	"    15461"
"PDK3"	"     5165"	"Pdk3"	"   236900"
"ROCK1"	"     6093"	"Rock1"	"    19877"
"YES1"	"     7525"	"Yes1"	"    22612"
"AKT3"	"    10000"	"Akt3"	"    23797"
"AP1M2"	"    10053"	"Ap1m2"	"    11768"
"LIMK2"	"     3985"	"Limk2"	"    16886"
"LMNB1"	"     4001"	"Lmnb1"	"    16906"
"S100A11"	"     6282"	"S100a11-ps"	"   277089"
"TAF11"	"     6882"	"Taf11"	"    68776"
"ZNF354A"	"     6940"	"Zfp354a"	"    21408"
"GPC6"	"    10082"	"Gpc6"	"    23888"
"HIPK3"	"    10114"	"Hipk3"	"    15259"
"LPAR6"	"    10161"	"Lpar6"	"    67168"
"LRRC17"	"    10234"	"Lrrc17"	"    74511"
"DCAF7"	"    10238"	"Dcaf7"	"    71833"
"DENND4A"	"    10260"	"Dennd4a"	"   102442"
"CD5L"	"      922"	"Cd5l"	"    11801"
"SMAD3"	"     4088"	"Smad3"	"    17127"
"MDH2"	"     4191"	"Mdh2"	"    17448"
"MMP16"	"     4325"	"Mmp16"	"    17389"
"MTHFD1"	"     4522"	"Mthfd1"	"   108156"
"MYH10"	"     4628"	"Myh10"	"    77579"
"SKP2"	"     6502"	"Skp2"	"    27401"
"CDC42BPB"	"     9578"	"Cdc42bpb"	"   217866"
"HDAC4"	"     9759"	"Hdac4"	"   208727"
"IKZF1"	"    10320"	"Ikzf1"	"    22778"
"TUBB4A"	"    10382"	"Tubb4a"	"    22153"
"NDRG1"	"    10397"	"Ndrg1"	"    17988"
"MAN2A2"	"     4122"	"Man2a2"	"   140481"
"BMP1"	"      649"	"Bmp1"	"    12153"
"CAPZA2"	"      830"	"Capza2"	"    12343"
"DNAJB1"	"     3337"	"Dnajb1"	"    81489"
"PITPNA"	"     5306"	"Pitpna"	"    18738"
"PPP2R5A"	"     5525"	"Ppp2r5a"	"   226849"
"PPP2R5E"	"     5529"	"Ppp2r5e"	"    26932"
"PRKCD"	"     5580"	"Prkcd"	"    18753"
"PRKG1"	"     5592"	"Prkg1"	"    19091"
"STK4"	"     6789"	"Stk4"	"    58231"
"VRK2"	"     7444"	"Vrk2"	"    69922"
"SEC24B"	"    10427"	"Sec24b"	"    99683"
"SLC9A6"	"    10479"	"Slc9a6"	"   236794"
"AGPAT1"	"    10554"	"Agpat1"	"    55979"
"GNAI3"	"     2773"	"Gnai3"	"    14679"
"GNA13"	"    10672"	"Gna13"	"    14674"
"RRH"	"    10692"	"Rrh"	"    20132"
"CCT6B"	"    10693"	"Cct6b"	"    12467"
"TUBGCP2"	"    10844"	"Tubgcp2"	"    74237"
"MAN1A2"	"    10905"	"Man1a2"	"    17156"
"SPIN1"	"    10927"	"Spin1"	"    20729"
"TCEA1"	"     6917"	"Tcea1"	"    21399"
"TMED2"	"    10959"	"Tmed2"	"    56334"
"COPS5"	"    10987"	"Cops5"	"    26754"
"PDIA2"	"    64714"	"Pdia2"	"    69191"
"ADAP1"	"    11033"	"Adap1"	"   231821"
"DNMT3B"	"     1789"	"Dnmt3b"	"    13436"
"HOXA7"	"     3204"	"Hoxa7"	"    15404"
"PYCR1"	"     5831"	"Pycr1"	"   209027"
"RIT1"	"     6016"	"Rit1"	"    19769"
"RNF5"	"     6048"	"Rnf5"	"    54197"
"SCN3A"	"     6328"	"Scn3a"	"    20269"
"KATNA1"	"    11104"	"Katna1"	"    23924"
"WDHD1"	"    11169"	"Wdhd1"	"   218973"
"ABCA8"	"    10351"	"Abca8b"	"    27404"
"DDX19B"	"    11269"	"Ddx19b"	"   234733"
"STK38"	"    11329"	"Stk38"	"   106504"
"ACSS1"	"    84532"	"Acss1"	"    68738"
"RHOT2"	"    89941"	"Rhot2"	"   214952"
"CS"	"     1431"	"Cs"	"    12974"
"SORD"	"     6652"	"Sord"	"    20322"
"GPD1L"	"    23171"	"Gpd1l"	"   333433"
"PRELID3B"	"    51012"	"Prelid3b"	"    66390"
"ADIPOR2"	"    79602"	"Adipor2"	"    68465"
"MAPRE1"	"    22919"	"Mapre1"	"    13589"
"PYCR3"	"    65263"	"Pycrl"	"    66194"
"USP12"	"   219333"	"Usp12"	"    22217"
"ATP2B2"	"      491"	"Atp2b2"	"    11941"
"SIRT7"	"    51547"	"Sirt7"	"   209011"
"SLC25A28"	"    81894"	"Slc25a28"	"   246696"
"PGAM2"	"     5224"	"Pgam2"	"    56012"
"KIF5C"	"     3800"	"Kif5c"	"    16574"
"DHX33"	"    56919"	"Dhx33"	"   216877"
"CHMP1A"	"     5119"	"Chmp1a"	"   234852"
"DHX57"	"    90957"	"Dhx57"	"   106794"
"MYO1F"	"     4542"	"Myo1f"	"    17916"
"RECQL"	"     5965"	"Recql"	"    19691"
"ACSL4"	"     2182"	"Acsl4"	"    50790"
"COPG2"	"    26958"	"Copg2"	"    54160"
"YIF1A"	"    10897"	"Yif1a"	"    68090"
"ATG4C"	"    84938"	"Atg4c"	"   242557"
"STK38L"	"    23012"	"Stk38l"	"   232533"
"SLC36A4"	"   120103"	"Slc36a4"	"   234967"
"LETM1"	"     3954"	"Letm1"	"    56384"
"ZDHHC17"	"    23390"	"Zdhhc17"	"   320150"
"GTF2A1"	"     2957"	"Gtf2a1"	"    83602"
"WWOX"	"    51741"	"Wwox"	"    80707"
"LETM2"	"   137994"	"Letm2"	"   270035"
"NCBP2"	"    22916"	"Ncbp2"	"    68092"
"APP"	"      351"	"App"	"    11820"
"CACNA1A"	"      773"	"Cacna1a"	"    12286"
"CD59"	"      966"	"Cd59b"	"   333883"
"COL11A1"	"     1301"	"Col11a1"	"    12814"
"EGR1"	"     1958"	"Egr1"	"    13653"
"LY6E"	"     4061"	"Ly6e"	"    17069"
"MAPKAPK2"	"     9261"	"Mapkapk2"	"    17164"
"MEIG1"	"   644890"	"Meig1"	"   104362"
"MYO6"	"     4646"	"Myo6"	"    17920"
"PAX5"	"     5079"	"Pax5"	"    18507"
"PRKCB"	"     5579"	"Prkcb"	"    18751"
"PLXNA1"	"     5361"	"Plxna1"	"    18844"
"PLXNA2"	"     5362"	"Plxna2"	"    18845"
"PPM1A"	"     5494"	"Ppm1a"	"    19042"
"PPP3CB"	"     5532"	"Ppp3cb"	"    19056"
"MAP2K3"	"     5606"	"Map2k3"	"    26397"
"RFNG"	"     5986"	"Rfng"	"    19719"
"SFRP2"	"     6423"	"Sfrp2"	"    20319"
"SLC22A12"	"   116085"	"Slc22a12"	"    20521"
"ZNF143"	"     7702"	"Zfp143"	"    20841"
"SLC32A1"	"   140679"	"Slc32a1"	"    22348"
"ZSCAN2"	"    54993"	"Zscan2"	"    22691"
"AOC2"	"      314"	"Aoc2"	"   237940"
"ATP10A"	"    57194"	"Atp10a"	"    11982"
"CRY2"	"     1408"	"Cry2"	"    12953"
"DES"	"     1674"	"Des"	"    13346"
"DHFR"	"     1719"	"Dhfr"	"    13361"
"EBF2"	"    64641"	"Ebf2"	"    13592"
"EBF3"	"   253738"	"Ebf3"	"    13593"
"HIPK1"	"   204851"	"Hipk1"	"    15257"
"IGFBP5"	"     3488"	"Igfbp5"	"    16011"
"KCNAB1"	"     7881"	"Kcnab1"	"    16497"
"KCNAB2"	"     8514"	"Kcnab2"	"    16498"
"SETD2"	"    29072"	"Setd2"	"   235626"
"LDHA"	"     3939"	"Ldha"	"    16828"
"PSMB8"	"     5696"	"Psmb8"	"    16913"
"MYO15A"	"    51168"	"Myo15"	"    17910"
"ABCC9"	"    10060"	"Abcc9"	"    20928"
"ATP6V0A2"	"    23545"	"Atp6v0a2"	"    21871"
"YWHAZ"	"     7534"	"Ywhaz"	"    22631"
"ZSCAN21"	"     7589"	"Zscan21"	"    22697"
"CORO1C"	"    23603"	"Coro1c"	"    23790"
"CLCN7"	"     1186"	"Clcn7"	"    26373"
"B3GAT3"	"    26229"	"B3gat3"	"    72727"
"MSRB2"	"    22921"	"Msrb2"	"    76467"
"SIRT1"	"    23411"	"Sirt1"	"    93759"
"SNW1"	"    22938"	"Snw1"	"    66354"
"SEPHS1"	"    22929"	"Sephs1"	"   109079"
"RAPGEF5"	"     9771"	"Rapgef5"	"   217944"
"KDM2A"	"    22992"	"Kdm2a"	"   225876"
"MAPRE3"	"    22924"	"Mapre3"	"   100732"
"PEF1"	"   553115"	"Pef1"	"    67898"
"SLC17A5"	"    26503"	"Slc17a5"	"   235504"
"USP21"	"    27005"	"Usp21"	"    30941"
"CAMK2A"	"      815"	"Camk2a"	"    12322"
"SGK3"	"    23678"	"Sgk3"	"   170755"
"GPSM2"	"    29899"	"Gpsm2"	"    76123"
"HSD17B8"	"     7923"	"H2-Ke6"	"    14979"
"PTPN6"	"     5777"	"Ptpn6"	"    15170"
"HPRT1"	"     3251"	"Hprt"	"    15452"
"LOXL3"	"    84695"	"Loxl3"	"    16950"
"RORA"	"     6095"	"Rora"	"    19883"
"IP6K1"	"     9807"	"Ip6k1"	"    27399"
"ZNF354C"	"    30832"	"Zfp354c"	"    30944"
"NDUFS2"	"     4720"	"Ndufs2"	"   226646"
"MRPL22"	"    29093"	"Mrpl22"	"   216767"
"GNL3"	"    26354"	"Gnl3"	"    30877"
"ATP2C1"	"    27032"	"Atp2c1"	"   235574"
"DKKL1"	"    27120"	"Dkkl1"	"    50722"
"UBE2S"	"    27338"	"Ube2s"	"    77891"
"TOR1B"	"    27348"	"Tor1b"	"    30934"
"LATS2"	"    26524"	"Lats2"	"    50523"
"ECE2"	"     9718"	"Ece2"	"   107522"
"DOCK4"	"     9732"	"Dock4"	"   238130"
"CTIF"	"     9811"	"Ctif"	"   269037"
"CUL7"	"     9820"	"Cul7"	"    66515"
"ELMO1"	"     9844"	"Elmo1"	"   140580"
"SRGAP3"	"     9901"	"Srgap3"	"   259302"
"NAV3"	"    89795"	"Nav3"	"   260315"
"AGAP1"	"   116987"	"Agap1"	"   347722"
"NLGN1"	"    22871"	"Nlgn1"	"   192167"
"RBM34"	"    23029"	"Rbm34"	"    52202"
"TLN2"	"    83660"	"Tln2"	"    70549"
"TBC1D2B"	"    23102"	"Tbc1d2b"	"    67016"
"RAP1GAP2"	"    23108"	"Rap1gap2"	"   380711"
"CUL9"	"    23113"	"Cul9"	"    78309"
"SMG1"	"    23049"	"Smg1"	"   233789"
"RAD54L2"	"    23132"	"Rad54l2"	"    81000"
"SYNE2"	"    23224"	"Syne2"	"   319565"
"CCDC28A"	"    25901"	"Ccdc28a"	"   215814"
"MTHFD1L"	"    25902"	"Mthfd1l"	"   270685"
"SEC31B"	"    25956"	"Sec31b"	"   240667"
"TKFC"	"    26007"	"Tkfc"	"   225913"
"SPATS2L"	"    26010"	"Spats2l"	"    67198"
"CHD5"	"    26038"	"Chd5"	"   269610"
"HERC4"	"    26091"	"Herc4"	"    67345"
"CCZ1"	"    51622"	"Ccz1"	"   231874"
"ZNF777"	"    27153"	"Zfp777"	"    72306"
"RRM2B"	"    50484"	"Rrm2b"	"   382985"
"DCAF8"	"    50717"	"Dcaf8"	"    98193"
"KLHL5"	"    51088"	"Klhl5"	"    71778"
"LUC7L2"	"    51631"	"Luc7l2"	"   192196"
"TMBIM4"	"    51643"	"Tmbim4"	"    68212"
"DESI2"	"    51029"	"Desi2"	"    78825"
"NIP7"	"    51388"	"Nip7"	"    66164"
"COPG1"	"    22820"	"Copg1"	"    54161"
"EVL"	"    51466"	"Evl"	"    14026"
"ERAP1"	"    51752"	"Erap1"	"    80898"
"MAPK8"	"     5599"	"Mapk8"	"    26419"
"KIF21A"	"    55605"	"Kif21a"	"    16564"
"MINK1"	"    50488"	"Mink1"	"    50932"
"TUBA8"	"    51807"	"Tuba8"	"    53857"
"RAB39A"	"    54734"	"Rab39"	"   270160"
"FBLIM1"	"    54751"	"Fblim1"	"    74202"
"DIRAS2"	"    54769"	"Diras2"	"    68203"
"SLC66A1"	"    54896"	"Pqlc2"	"   212555"
"MAGOHB"	"    55110"	"Magohb"	"    66441"
"ASF1B"	"    55723"	"Asf1b"	"    66929"
"DHX32"	"    55760"	"Dhx32"	"   101437"
"SEPTIN11"	"    55752"	"Sept11"	"    52398"
"RHOT1"	"    55288"	"Rhot1"	"    59040"
"SLC29A3"	"    55315"	"Slc29a3"	"    71279"
"TMEM106B"	"    54664"	"Tmem106b"	"    71900"
"WDR33"	"    55339"	"Wdr33"	"    74320"
"CHST11"	"    50515"	"Chst11"	"    58250"
"DDX43"	"    55510"	"Ddx43"	"100048658"
"DNAH12"	"   201625"	"Dnah12"	"   110083"
"UBASH3A"	"    53347"	"Ubash3a"	"   328795"
"WDR44"	"    54521"	"Wdr44"	"    72404"
"EML4"	"    27436"	"Eml4"	"    78798"
"ARL15"	"    54622"	"Arl15"	"   218639"
"TBC1D1"	"    23216"	"Tbc1d1"	"    57915"
"INPP5E"	"    56623"	"Inpp5e"	"    64436"
"KIF21B"	"    23046"	"Kif21b"	"    16565"
"SELENOK"	"    58515"	"Selenok"	"    80795"
"UGGT2"	"    55757"	"Uggt2"	"    66435"
"FAM20C"	"    56975"	"Fam20c"	"    80752"
"SCAMP5"	"   192683"	"Scamp5"	"    56807"
"PDSS2"	"    57107"	"Pdss2"	"    71365"
"CHRNA10"	"    57053"	"Chrna10"	"   504186"
"ZNF286A"	"    57335"	"Zfp286"	"   192651"
"RHOJ"	"    57381"	"Rhoj"	"    80837"
"CLK4"	"    57396"	"Clk4"	"    12750"
"AARS2"	"    57505"	"Aars2"	"   224805"
"SRGAP1"	"    57522"	"Srgap1"	"   117600"
"SORCS2"	"    57537"	"Sorcs2"	"    81840"
"DTX2"	"   113878"	"Dtx2"	"    74198"
"ANK3"	"      288"	"Ank3"	"    11735"
"SLC15A2"	"     6565"	"Slc15a2"	"    57738"
"CACNA1H"	"     8912"	"Cacna1h"	"    58226"
"GATAD1"	"    57798"	"Gatad1"	"    67210"
"ITGAD"	"     3681"	"Itgad"	"   381924"
"SPATA5"	"   166378"	"Spata5"	"    57815"
"PCBP4"	"    57060"	"Pcbp4"	"    59092"
"IP6K2"	"    51447"	"Ip6k2"	"    76500"
"EGLN1"	"    54583"	"Egln1"	"   112405"
"ABHD4"	"    63874"	"Abhd4"	"   105501"
"ATP13A2"	"    23400"	"Atp13a2"	"    74772"
"PRDM15"	"    63977"	"Prdm15"	"   114604"
"GOLPH3"	"    64083"	"Golph3"	"    66629"
"SMOC1"	"    64093"	"Smoc1"	"    64075"
"RTP4"	"    64108"	"Rtp4"	"    67775"
"ATL2"	"    64225"	"Atl2"	"    56298"
"PIM3"	"   415116"	"Pim3"	"   223775"
"USP46"	"    64854"	"Usp46"	"    69727"
"PAPOLG"	"    64895"	"Papolg"	"   216578"
"NSD3"	"    54904"	"Nsd3"	"   234135"
"SLC9A3R2"	"     9351"	"Slc9a3r2"	"    65962"
"YIPF5"	"    81555"	"Yipf5"	"    67180"
"TNFSF13"	"     8741"	"Tnfsf13"	"    69583"
"PANK1"	"    53354"	"Pank1"	"    75735"
"TMPRSS3"	"    64699"	"Tmprss3"	"   140765"
"DDX50"	"    79009"	"Ddx50"	"    94213"
"WDR25"	"    79446"	"Wdr25"	"   212198"
"SLC52A2"	"    79581"	"Slc52a2"	"    52710"
"VCPKMT"	"    79609"	"Vcpkmt"	"   207965"
"TNFAIP8L2"	"    79626"	"Tnfaip8l2"	"    69769"
"PANK3"	"    79646"	"Pank3"	"   211347"
"DHX40"	"    79665"	"Dhx40"	"    67487"
"NARS2"	"    79731"	"Nars2"	"   244141"
"VASH2"	"    79805"	"Vash2"	"   226841"
"TTC21B"	"    79809"	"Ttc21b"	"    73668"
"ZNF613"	"    79898"	"Zfp157"	"    72154"
"CPED1"	"    79974"	"Cped1"	"   214642"
"DNAJB14"	"    79982"	"Dnajb14"	"    70604"
"DOCK5"	"    80005"	"Dock5"	"    68813"
"MOGAT2"	"    80168"	"Mogat2"	"   233549"
"RUBCNL"	"    80183"	"Rubcnl"	"   271221"
"OPA3"	"    80207"	"Opa3"	"   403187"
"SIK3"	"    23387"	"Sik3"	"    70661"
"NINL"	"    22981"	"Ninl"	"    78177"
"PBX4"	"    80714"	"Pbx4"	"    80720"
"PCBD1"	"     5092"	"Pcbd1"	"    13180"
"MRPS22"	"    56945"	"Mrps22"	"    64655"
"TIMM50"	"    92609"	"Timm50"	"    66525"
"ORMDL3"	"    94103"	"Ormdl3"	"    66612"
"RBM4B"	"    83759"	"Rbm4b"	"    66704"
"NKAPL"	"   222698"	"Nkapl"	"    66707"
"FAM220A"	"    84792"	"Fam220a"	"    67238"
"MRPS24"	"    64951"	"Mrps24"	"    64660"
"SLC25A30"	"   253512"	"Slc25a30"	"    67554"
"NARF"	"    26502"	"Narf"	"    67608"
"C6orf120"	"   387263"	"1600012H06Rik"	"    67912"
"ATP5MC2"	"      517"	"Atp5g2"	"    67942"
"OTUB2"	"    78990"	"Otub2"	"    68149"
"HAGHL"	"    84264"	"Haghl"	"    68977"
"DENND6B"	"   414918"	"Dennd6b"	"    69440"
"TLCD2"	"   727910"	"Tlcd2"	"   380712"
"SLC25A33"	"    84275"	"Slc25a33"	"    70556"
"TBC1D9"	"    23158"	"Tbc1d9"	"    71310"
"RRP1B"	"    23076"	"Rrp1b"	"    72462"
"CALR3"	"   125972"	"Calr3"	"    73316"
"NABP1"	"    64859"	"Nabp1"	"   109019"
"HERC3"	"     8916"	"Herc3"	"    73998"
"DPP8"	"    54878"	"Dpp8"	"    74388"
"CHMP4B"	"   128866"	"Chmp4b"	"    75608"
"ZDHHC20"	"   253832"	"Zdhhc20"	"    75965"
"TMCO4"	"   255104"	"Tmco4"	"    77056"
"PRR7"	"    80758"	"Prr7"	"   432763"
"ITIH5"	"    80760"	"Itih5"	"   209378"
"LMAN2L"	"    81562"	"Lman2l"	"   214895"
"SLCO5A1"	"    81796"	"Slco5a1"	"   240726"
"ITGA1"	"     3672"	"Itga1"	"   109700"
"SLC19A1"	"     6573"	"Slc19a1"	"    20509"
"APOOL"	"   139322"	"Apool"	"    68117"
"GIGYF1"	"    64599"	"Gigyf1"	"    57330"
"MARK4"	"    57787"	"Mark4"	"   232944"
"GUCD1"	"    83606"	"Gucd1"	"    68778"
"SLC25A18"	"    83733"	"Slc25a18"	"    71803"
"TATDN1"	"    83940"	"Tatdn1"	"    69694"
"KALRN"	"     8997"	"Kalrn"	"   545156"
"CAPNS2"	"    84290"	"Capns2"	"    69543"
"BRSK1"	"    84446"	"Brsk1"	"   381979"
"FAM126A"	"    84668"	"Fam126a"	"    84652"
"CNDP1"	"    84735"	"Cndp1"	"   338403"
"CBR4"	"    84869"	"Cbr4"	"   234309"
"SEPTIN8"	"    23176"	"Sept8"	"    20362"
"MBOAT1"	"   154141"	"Mboat1"	"   218121"
"VARS2"	"    57176"	"Vars2"	"    68915"
"ABCC10"	"    89845"	"Abcc10"	"   224814"
"PPM1N"	"   147699"	"Ppm1n"	"   232941"
"SLC2A12"	"   154091"	"Slc2a12"	"   353169"
"WDR5"	"    11091"	"Wdr5"	"   140858"
"TXNRD3"	"   114112"	"Txnrd3"	"   232223"
"YIF1B"	"    90522"	"Yif1b"	"    77254"
"MOB1B"	"    92597"	"Mob1b"	"    68473"
"ZNF764"	"    92595"	"Zfp764"	"   233893"
"VANGL2"	"    57216"	"Vangl2"	"    93840"
"TSSK3"	"    81629"	"Tssk3"	"    58864"
"SLC25A25"	"   114789"	"Slc25a25"	"   227731"
"ESCO1"	"   114799"	"Esco1"	"    77805"
"NIBAN1"	"   116496"	"Fam129a"	"    63913"
"AZIN2"	"   113451"	"Azin2"	"   242669"
"WNT16"	"    51384"	"Wnt16"	"    93735"
"MSI2"	"   124540"	"Msi2"	"    76626"
"ZDHHC14"	"    79683"	"Zdhhc14"	"   224454"
"RAB39B"	"   116442"	"Rab39b"	"    67790"
"TMEM120B"	"   144404"	"Tmem120b"	"   330189"
"DIS3L2"	"   129563"	"Dis3l2"	"   208718"
"AVL9"	"    23080"	"Avl9"	"    78937"
"PNPLA7"	"   375775"	"Pnpla7"	"   241274"
"LRIG3"	"   121227"	"Lrig3"	"   320398"
"SLC7A6"	"     9057"	"Slc7a6"	"   330836"
"SEPTIN6"	"    23157"	"Sept6"	"    56526"
"SNX32"	"   254122"	"Snx32"	"   225861"
"SLC8A3"	"     6547"	"Slc8a3"	"   110893"
"SLCO4C1"	"   353189"	"Slco4c1"	"   227394"
"ENPP6"	"   133121"	"Enpp6"	"   320981"
"UNKL"	"    64718"	"Unkl"	"    74154"
"TMPPE"	"   643853"	"Tmppe"	"100504715"
"SLC39A13"	"    91252"	"Slc39a13"	"    68427"
"CHD3"	"     1107"	"Chd3"	"   216848"
"TMPRSS11A"	"   339967"	"Tmprss11a"	"   194597"
"ZNF280B"	"   140883"	"Zfp280b"	"    64453"
"TTBK2"	"   146057"	"Ttbk2"	"   140810"
"EFCAB5"	"   374786"	"Efcab5"	"   319634"
"ABRACL"	"    58527"	"Abracl"	"    73112"
"WTIP"	"   126374"	"Wtip"	"   101543"
"ZNF704"	"   619279"	"Zfp704"	"   170753"
"ZFAND2A"	"    90637"	"Zfand2a"	"   100494"
"MFSD14B"	"    84641"	"Mfsd14b"	"    66631"
"SMIM14"	"   201895"	"Smim14"	"    68552"
"MED16"	"    10025"	"Med16"	"   216154"
"CDK15"	"    65061"	"Cdk15"	"   271697"
"ADAMTSL1"	"    92949"	"Adamtsl1"	"    77739"
"CECR2"	"    27443"	"Cecr2"	"   330409"
"TANC2"	"    26115"	"Tanc2"	"    77097"
"DHRS13"	"   147015"	"Dhrs13"	"    70451"
"TMEM184A"	"   202915"	"Tmem184a"	"   231832"
"ZSCAN25"	"   221785"	"Zscan25"	"   666311"
"MOB3C"	"   148932"	"Mob3c"	"   100465"
"ZNF627"	"   199692"	"Zfp867"	"   237775"
"RAB7B"	"   338382"	"Rab7b"	"   226421"
"STARD13"	"    90627"	"Stard13"	"   243362"
"OR9A4"	"   130075"	"Olfr460"	"   258381"
"TARSL2"	"   123283"	"Tarsl2"	"   272396"
"ZNF664"	"   144348"	"Zfp664"	"   269704"
"ZNF583"	"   147949"	"Zfp583"	"   213011"
"PM20D1"	"   148811"	"Pm20d1"	"   212933"
"CCNYL1"	"   151195"	"Ccnyl1"	"   227210"
"ZNF567"	"   163081"	"Zfp300"	"   245368"
"COL24A1"	"   255631"	"Col24a1"	"    71355"
"PANK2"	"    80025"	"Pank2"	"    74450"
"ZBTB8B"	"   728116"	"Zbtb8b"	"   215627"
"RALGPS1"	"     9649"	"Ralgps1"	"   241308"
"SERHL2"	"   253190"	"Serhl"	"    68607"
"CEP68"	"    23177"	"Cep68"	"   216543"
"NCOA7"	"   135112"	"Ncoa7"	"   211329"
"SERINC5"	"   256987"	"Serinc5"	"   218442"
"DND1"	"   373863"	"Dnd1"	"   213236"
"CCDC149"	"    91050"	"Ccdc149"	"100503884"
"CLVS1"	"   157807"	"Clvs1"	"    74438"
"RTTN"	"    25914"	"Rttn"	"   246102"
"EOGT"	"   285203"	"Eogt"	"   101351"
"ZFP41"	"   286128"	"Zfp41"	"    22701"
"CBX7"	"    23492"	"Cbx7"	"    52609"
"TMTC1"	"    83857"	"Tmtc1"	"   387314"
"ZNF629"	"    23361"	"Zfp629"	"   320683"
"ZNF12"	"     7559"	"Zfp12"	"   231866"
"LOC100507656"	"100507656"	"Zfp385c"	"   278304"
"METTL24"	"   728464"	"Mettl24"	"   327747"
"LRRTM2"	"    26045"	"Lrrtm2"	"   107065"
"RGMB"	"   285704"	"Rgmb"	"    68799"
"NSUN3"	"    63899"	"Nsun3"	"   106338"
"QSOX2"	"   169714"	"Qsox2"	"   227638"
"BCL9L"	"   283149"	"Bcl9l"	"    80288"
"KIF9"	"    64147"	"Kif9"	"    16578"
"AP1S3"	"   130340"	"Ap1s3"	"   252903"
"NANOS3"	"   342977"	"Nanos3"	"   244551"
"PRR14L"	"   253143"	"Prr14l"	"   215476"
"DCAF17"	"    80067"	"Dcaf17"	"    75763"
"CSMD3"	"   114788"	"Csmd3"	"   239420"
"LRRC75B"	"   388886"	"Lrrc75b"	"   192734"
"LRRC75A"	"   388341"	"Lrrc75a"	"   192976"
"KCTD1"	"   284252"	"Kctd1"	"   106931"
"OTUD3"	"    23252"	"Otud3"	"    73162"
"MYH7B"	"    57644"	"Myh7b"	"   668940"
"MAST3"	"    23031"	"Mast3"	"   546071"
"HECW2"	"    57520"	"Hecw2"	"   329152"
"TNRC6B"	"    23112"	"Tnrc6b"	"   213988"
"EFR3B"	"    22979"	"Efr3b"	"   668212"
"STRIP2"	"    57464"	"Strip2"	"   320609"
"MYSM1"	"   114803"	"Mysm1"	"   320713"
"AWAT1"	"   158833"	"Awat1"	"   245533"
"MYLK4"	"   340156"	"Mylk4"	"   238564"
"KLHL29"	"   114818"	"Klhl29"	"   208439"
